<<<<<<< HEAD
ticker,sector,industry,market_cap,size,momentum,volatility,value,quality,liquidity
NOW,Technology,Software - Application,123462279168,0.32596256993869593,-1.5078320076782596,0.9013766052262197,-0.6719133409597712,-0.2355653315696265,0.6848045790626914
INTU,Technology,Software - Application,138899324928,0.4243082323809153,-0.8412135911509802,0.2135487734257004,-0.5620903692004873,-0.10379396646905,-0.7237068706571355
AMAT,Technology,Semiconductor Equipment & Materials,255832309760,0.9341542816960362,1.6402306824643642,1.4523698731359123,-0.7575114339285755,0.17035292190222162,0.5412335982220491
ADI,Technology,Semiconductors,152223678464,0.5007732013856818,0.8377078607092253,0.8060659812601174,-0.2877333917054884,-0.41632263575052186,-0.09127797030622962
MU,Technology,Semiconductors,466951274496,1.4364290345094286,8.692981577457322,2.9598806448900032,-0.6055842998129071,-0.09229765999368579,1.6163010212976627
LRCX,Technology,Semiconductor Equipment & Materials,293232771072,1.048052136724585,4.458676322716434,1.8378964886365605,-0.9065515834069944,0.7797777443099806,0.9396936558541475
KLAC,Technology,Semiconductor Equipment & Materials,188037595136,0.6771494826412496,2.0129572434137626,1.530010747148993,-0.9249653179360898,1.4610999148224557,-1.2412265073681554
SNPS,Technology,Software - Infrastructure,88984969216,0.05260663182859252,-0.7131544240017884,2.331325973131129,0.059998685983211175,-0.4044208368100636,-0.7102446433503578
CDNS,Technology,Software - Application,80755130368,-0.028403045665560366,-0.4301367673097542,0.6660256623653936,-0.808435135085208,-0.10888315136522554,-0.7093486562320827
MCHP,Technology,Semiconductors,41030725632,-0.5936163525069231,0.7121391860717718,2.7512786248402112,-0.48241223898805335,-0.6074610660941339,0.7548970767967756
APH,Technology,Electronic Components,176361930752,0.6236386326913167,2.2700234178824585,0.5775094133596248,-0.7704324143047738,0.1975831024423161,0.6487478508697577
MSI,Technology,Communication Equipment,67064729600,-0.18346995053292547,-0.7590076562667124,-0.7128698267120696,-0.9067388114472347,1.7855507195083336,-1.2783055469997466
TEL,Technology,Electronic Components,65393836032,-0.20453105500766136,0.9209310632075575,0.022899520862997968,-0.36587509401016444,-0.22321746861436395,-0.7474157563906844
UNH,Healthcare,Healthcare Plans,259912253440,0.9473617000654568,-1.5911069956098214,1.8884596806661014,0.24449853260683463,-0.29537846082746627,0.9588747579573397
JNJ,Healthcare,Drug Manufacturers - General,547512320000,1.5692887853696953,0.960345670865465,-1.086764711498244,-0.5425199057969193,0.17134642811701284,0.6731948759227127
LLY,Healthcare,Drug Manufacturers - General,929760149504,2.0113267021701176,0.3181250038317026,0.8641274843978973,-0.9366831285723303,1.4063963069247392,-0.07512503036459432
PFE,Healthcare,Drug Manufacturers - General,150330114048,0.4903242545637503,-0.2418945506996048,-0.4407170641534681,1.0170040876395492,-0.3347132088437668,2.294510989798621
ABBV,Healthcare,Drug Manufacturers - General,394144415744,1.294931660659518,0.22880762580381223,-0.4223592113837542,-1.043377163486715,2.2476527632084777,0.3780014242643487
MRK,Healthcare,Drug Manufacturers - General,275430572032,0.9957704346789055,-0.015582603493454557,-0.035293739277617406,-0.39705316586948664,0.2509891709478783,1.1422150952127907
TMO,Healthcare,Diagnostics & Research,217388433408,0.7982256585101279,-0.4924625313877791,0.11300945799548252,-0.20620456331595358,-0.28552448095206306,-0.5536391705878468
ABT,Healthcare,Medical Devices,190232182784,0.6868355062795813,-0.7508334311229781,-0.6659375752082964,-0.13599731667794027,-0.2828075658648016,0.44769656473018865
DHR,Healthcare,Diagnostics & Research,154733330432,0.5144232748122458,-0.4477314921595846,0.09577821593837586,0.09981529863301736,-0.4065903299729751,-0.023519425634088906
BMY,Healthcare,Drug Manufacturers - General,112068206592,0.24513484579783737,-0.46786820573461824,-0.15540316487681363,-0.4746945010447431,0.1352558347432175,1.1137369745733983
AMGN,Healthcare,Drug Manufacturers - General,184095768576,0.6594645051119932,0.18647636592188532,-0.242654273449881,-0.8487167417272543,1.107127904265175,-0.39509803291917567
MDT,Healthcare,Medical Devices,132058144768,0.38214716724822667,-0.007715288534680012,-0.8616427022469789,0.1958574474192697,-0.35044709101875193,0.5127215229716978
GILD,Healthcare,Drug Manufacturers - General,176132538368,0.6225521667537418,0.8628965053812174,-0.169780129026453,-0.617819211871275,0.27574574404515007,0.5725471061982331
CVS,Healthcare,Healthcare Plans,94598103040,0.10366859619346007,0.5265501136883296,0.29410442619460336,1.5231963565887385,-0.5378750793791613,0.6553280957819327
ISRG,Healthcare,Medical Instruments & Supplies,180751024128,0.644158778860084,-0.721967723616169,0.42571366816704476,-0.6901816955003799,-0.21119399557604934,-0.6557076630577373
VRTX,Healthcare,Biotechnology,120477966336,0.3055371063039522,-0.3737593548042963,0.26509557955668134,-0.5420259707190221,-0.09730576261735217,-0.8988732113102611
SYK,Healthcare,Medical Devices,141328482304,0.4387807693567719,-0.5390284358440603,-0.8123451415143561,-0.512260180206109,-0.26500555654670555,-0.9505560089326827
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,55318163456,-0.34420796088240024,-1.081886944318858,-0.1530888106854923,-0.697791803795927,0.4615110697471636,-0.13966218043896375
BDX,Healthcare,Medical Instruments & Supplies,58076966912,-0.3035822071353463,-0.8296663587499542,0.01047868851501331,0.4223823318234882,-0.416910629224582,-0.5202382550806359
CI,Healthcare,Healthcare Plans,73221857280,-0.11014859761199346,-0.545088040920848,0.17093511951021684,0.8676828651113926,-0.2345515497177987,-0.7717960344048023
BSX,Healthcare,Medical Devices,138706845696,0.4231506705522581,-0.6399850698607292,-0.5969475830118318,-0.464078593715935,-0.29639224267929404,0.6564683885668182
HUM,Healthcare,Healthcare Plans,23477303296,-1.0596496286853088,-1.2507326116761148,1.6907717450613449,1.5837849499709464,-0.4044411124471002,-0.7959032293027847
ELV,Healthcare,Healthcare Plans,77853147136,-0.05895274109868291,-0.6990410967785871,0.7999719243752785,0.8682575856790948,-0.28094220725743846,-0.7368012024003834
REGN,Healthcare,Biotechnology,78584389632,-0.05114881797934813,-0.14340254039472258,0.9687062772457166,0.31987478100596867,-0.24164802268059327,-1.241892886113358
MCK,Healthcare,Medical Distribution,103389552640,0.17785040569914395,0.612897870780927,-0.7451389843824866,-1.0769516254964515,,-1.4921085391896016
HCA,Healthcare,Medical Care Facilities,114252005376,0.2612447190495177,0.8370377917791244,-0.3175446906476117,-1.1979068950848122,,-0.9951067253305049
MRNA,Healthcare,Biotechnology,17219631104,-1.318410576785622,-0.1175432516755265,3.4515420518883166,0.7666247023441723,-1.144015248992511,0.873028319532874
IDXX,Healthcare,Diagnostics & Research,53639950336,-0.36992442457781594,1.0863816215035362,1.252951467289184,-0.9251320915528861,0.7608809722457329,-1.7453657123758646
DXCM,Healthcare,Medical Devices,28643020800,-0.8936370349283144,-0.8255853228569944,1.2899199761778655,-0.7052413074319572,0.07154974262308497,0.11635760806282147
EW,Healthcare,Medical Devices,47766458368,-0.46673141121258443,-0.10469879262745294,-0.7076394815706143,-0.3080095387596496,-0.2760355030945919,0.012053391724588887
JPM,Financial Services,Banks - Diversified,832712867840,1.919305106163124,0.010043679923184822,-0.48303692644764223,0.34957344495089043,-0.22246724976837434,0.7387912453046079
V,Financial Services,Credit Services,620500942848,1.6737519115421537,-0.5516622553610295,-0.7085047060740166,-0.8156941066369687,0.5061174712275865,0.4093669446041782
MA,Financial Services,Credit Services,481375289344,1.4618242033411954,-0.48161830311958587,-0.715322216977087,-0.9682059798668676,3.706565950536817,-0.3498122663271868
BAC,Financial Services,Banks - Diversified,388492787712,1.2828754730679384,0.030012129327347273,-0.3495952754469499,1.3646697740343194,-0.34298565658929936,2.0532607341850073
WFC,Financial Services,Banks - Diversified,284055764992,1.0215101126339183,0.024035058834899276,-0.15189343786465137,0.919793160496388,-0.31172062427893027,1.2371196087574596
GS,Financial Services,Capital Markets,283168309248,1.0188980609260998,0.8354119211851869,0.0658064319860928,0.24057288867292,-0.2680671777392255,-0.5512746227364648
MS,Financial Services,Capital Markets,290525741056,1.040310151753839,0.49130124750477455,0.0027989119492014456,0.11643383236676196,-0.2306789030438165,0.34640426731447266
AXP,Financial Services,Credit Services,242592890880,0.8897974550122818,-0.10931428643630062,0.09652499105207292,-0.5801089548318659,0.13845936511935625,-0.3686466675013749
BLK,Financial Services,Asset Management,173604552704,0.6104843184341079,-0.26142279130859486,-0.24317573465253212,0.034909747371694146,-0.3329289406191676,-1.6446439334254686
SCHW,Financial Services,Capital Markets,188637593600,0.6798088164640719,0.27567848107225856,-0.5977800818311612,-0.2632725140213986,-0.18240259098414,0.7522415096158606
C,Financial Services,Banks - Diversified,207035990016,0.7574953205303179,0.7584704619386929,0.08781719951057018,2.118027879846648,-0.4110915213950905,1.1341860120902774
PGR,Financial Services,Insurance - Property & Casualty,121929596928,0.31553490765514236,-0.6785523230398779,-0.5404656336423038,-0.19992787945888318,0.2705145688628075,-0.21358539967579057
CB,Financial Services,Insurance - Property & Casualty,123418566656,0.3256669676867303,-0.045722884360348895,-1.0290432319216078,0.9224600876940948,-0.2730347088131817,-0.7972631682483585
MMC,Financial Services,Insurance Brokers,89819709440,0.06040071406893493,,-0.8655455559919432,-0.46234905869581544,0.033005756616592254,-0.4949611645630535
ICE,Financial Services,Financial Data & Stock Exchanges,99475685376,0.1456366236154143,-0.16452372820389835,-1.061590124512664,-0.06639540262972486,-0.31656649342041226,-0.2606763750991178
CME,Financial Services,Financial Data & Stock Exchanges,103920656384,0.1821275016130961,0.20852229700854327,-1.0973234332995212,-0.12636894892707862,-0.2789957461019291,-0.610212483360507
AON,Financial Services,Insurance Brokers,75149967360,-0.08845187173252285,-0.5508551398979481,-0.8180953859501968,-0.6728478048352259,0.2145943619159865,-1.1021153374613741
USB,Financial Services,Banks - Regional,87251050496,0.036180419241612326,0.15925079471873976,-0.4243392880411564,1.1883205705469093,-0.302556036338407,0.8057219071333961
PNC,Financial Services,Banks - Regional,90283294720,0.06469804704029719,-0.03122150804318903,-0.5186889644922902,1.2734328731153641,-0.3030832029013575,-0.5955248861157395
TFC,Financial Services,Banks - Regional,65778843648,-0.1996308241268455,-0.07866380552341982,-0.2749052603592501,2.0445302420460596,-0.3826042513587295,0.6428124478398372
AIG,Financial Services,Insurance - Diversified,41483804672,-0.5844491406040329,-0.32129892102864266,-0.4697801388052012,2.306113950778693,-0.3937153004547621,0.09222792175159145
MET,Financial Services,Insurance - Life,52457250816,-0.3885357733980757,-0.5773153010122278,-0.22666580063191186,0.8124991655505677,-0.2901067749223247,-0.19723655510685742
PRU,Financial Services,Insurance - Life,39104380928,-0.6337569862664499,-0.5015012024921924,-0.36979177630635485,1.7044246905951694,-0.3772514831810787,-0.8158903198789698
ALL,Financial Services,Insurance - Property & Casualty,52434927616,-0.38889107954220237,-0.27877028368305873,-0.49007297549102463,0.5940435461673803,0.14928657557251412,-0.8708128291246653
TRV,Financial Services,Insurance - Property & Casualty,63463776256,-0.22953926035356717,0.0394686373157835,-0.8522878923054034,0.7339791831735691,-0.12990900724777096,-1.0534826059485398
AFL,Financial Services,Insurance - Life,59339550720,-0.28562920324010016,-0.27619275684551403,-0.9387954870412443,0.6028028634421384,-0.23369997296226336,-0.5651519878002286
SPGI,Financial Services,Financial Data & Stock Exchanges,161134280704,0.5482599889525078,-0.36885751740540357,-0.5838868409144989,-0.33802790827866414,-0.30640839723753405,-1.0082679588537011
MCO,Financial Services,Financial Data & Stock Exchanges,92470140928,0.08467654287547537,-0.3166015290457355,-0.32971423196837396,-0.879181277866682,0.5638220153361726,-1.517927856482241
MSCI,Financial Services,Financial Data & Stock Exchanges,45776506880,-0.5022524982548077,-0.3327851528476767,-0.2924878902068629,-1.21672390388337,,-1.7533692118902233
COF,Financial Services,Credit Services,139181162496,0.4260003006493565,-0.19311121787943708,0.651199135842931,1.5896005421177914,-0.5010545229262888,0.020886788795020275
AMZN,Consumer Cyclical,Internet Retail,2558168662016,2.856199818383576,-0.40187011609627293,0.3676646798827381,-0.5439965931793215,-0.056348975803509366,2.1649814463101285
TSLA,Consumer Cyclical,Auto Manufacturers,1615084257280,2.4722919283555864,-0.2561170788797788,2.934834891159873,-0.8532555539432439,-0.45131838527561724,2.860805096155401
HD,Consumer Cyclical,Home Improvement Retail,372908654592,1.2486996504552912,-0.5934882114775195,-0.6803060337102093,-0.9139032543430755,2.7534893559964733,-0.10146420304832053
MCD,Consumer Cyclical,Restaurants,224785383424,0.8261568552738211,-0.12115787700354494,-1.1458814596548836,-1.0530767711794384,,-0.19307287857945432
NKE,Consumer Cyclical,Footwear & Accessories,91502493696,0.07589527548630434,-0.8729910951899437,1.0403835448730312,-0.5127800865705536,-0.18564669290998898,1.2696315292762153
LOW,Consumer Cyclical,Home Improvement Retail,149807710208,0.4874183895570365,-0.29729820458740036,-0.5306517834979403,-1.2500517239668905,,-0.3711567266853184
SBUX,Consumer Cyclical,Restaurants,104758632448,0.1888316553656569,-0.7350106705026239,0.2777577113640518,-1.2856854718408122,,0.8124089373731888
TJX,Consumer Cyclical,Apparel Retail,166729351168,0.5767533607390019,0.13166696192284438,-1.1659577646994663,-0.8354805170746337,0.6344217023949119,0.20970839241445985
BKNG,Consumer Cyclical,Travel Services,162109063168,0.5532946333275464,-0.2565334469036351,-0.27091392279645354,-1.1180168125436796,,-2.6064153990404204
MAR,Consumer Cyclical,Lodging,85590646784,0.020141765953568435,-0.17467893970092452,-0.09166063241522386,-1.142491481217779,,-0.8728775361626246
ORLY,Consumer Cyclical,Auto Parts,83258040320,-0.002923623018482652,-0.06015206025572007,-0.8883856658204249,-1.0566737469882623,,0.2408210944677229
AZO,Consumer Cyclical,Auto Parts,61612212224,-0.2542556984870979,-0.14893598564681737,-0.6733895837801993,-1.194768042511614,,-3.1126376160477465
CMG,Consumer Cyclical,Restaurants,52120199168,-0.39391660346564233,-1.2733457439635234,0.7642320431205367,-0.8148163723697988,0.36195769189767435,1.2892266749559482
YUM,Consumer Cyclical,Restaurants,43175014400,-0.5510932601011962,0.12977783053885167,-0.5503394727494247,-1.5944867227392607,,-0.64025914006351
DHI,Consumer Cyclical,Residential Construction,43327254528,-0.5481549917608856,-0.26229035658318817,0.7514513530510478,0.8112284108995509,-0.2763396376501403,-0.1451506448659012
LEN,Consumer Cyclical,Residential Construction,27006271488,-0.9427546378837243,-0.8175872231763157,0.5451247696886841,1.663412833597624,-0.379157393062515,-0.06918247982789655
F,Consumer Cyclical,Auto Manufacturers,55304843264,-0.344408987883744,0.8060993904650996,0.2438756888381988,1.8082586984848883,-0.340856714700461,2.80627125736727
GM,Consumer Cyclical,Auto Manufacturers,78360346624,-0.05353209376852782,1.4121644575774706,0.535835592326813,1.6364398731395469,-0.4620441972679553,0.8414209297739698
ROST,Consumer Cyclical,Apparel Retail,61353934848,-0.25776233543602717,0.2634505872333072,-0.45995535897863354,-0.7031232553940798,0.2092213181012992,-0.335615949570717
ULTA,Consumer Cyclical,Specialty Retail,29026562048,-0.8825335057997001,1.0406175085138538,0.661289747618639,-0.7194567382469736,0.4229670837406709,-1.529667734713617
DG,Consumer Defensive,Discount Stores,31571646464,-0.8123738701724221,2.2998507674205517,0.7185262700917102,-0.16507672386833253,-0.21606014846482272,-0.14369313138249434
DLTR,Consumer Defensive,Discount Stores,23984578560,-1.0418051183377444,1.1236183347609707,1.153239010356238,-0.5364643796605225,-0.1427232098548743,-0.004441331333384384
EBAY,Consumer Cyclical,Internet Retail,41687539712,-0.5803595273286684,0.533540056335574,0.524612163001216,-0.6450026250754476,0.31070090174489823,0.2254237994552807
ETSY,Consumer Cyclical,Internet Retail,5248789504,-2.3101442012609925,-0.5101539659409445,2.081433564821364,-1.7252766033829667,,0.12515607219994299
BBY,Consumer Cyclical,Specialty Retail,13677591552,-1.51064748822212,-0.9335616404745034,1.2144253256444106,-0.3804796349566476,-0.09353449412855278,-0.07894923617231718
GRMN,Technology,Scientific & Technical Instruments,38814478336,-0.6399685490944514,-0.5489643182418833,0.49210151474953895,-0.29958978470779085,-0.15107673176266123,-1.3549962906233344
POOL,Industrials,Industrial Distribution,9482132480,-1.8164598924747528,-1.058333904624084,0.04180992840624116,-0.5406913955523752,0.04462369663853878,-1.7636253843577328
PHM,Consumer Cyclical,Residential Construction,24679952384,-1.0179476298377228,-0.14254033533987648,0.4432066475756472,0.74435056894233,-0.1912428092833524,-0.6405685520569078
RCL,Consumer Cyclical,Travel Services,88536260608,0.04838671011747712,0.1777491347042253,1.6388514931489684,-0.6437416485695197,0.41818203340004373,-0.5189640078310619
CCL,Consumer Cyclical,Travel Services,41497157632,-0.5841804896106831,-0.20204205711944004,1.6175380852938055,0.008612171564258624,-0.029869034385041446,1.5333978295251234
PG,Consumer Defensive,Household & Personal Products,354646032384,1.2067838179432049,-0.5742704225726305,-1.105355256545936,-0.5318769356528791,0.09034525815597225,0.6514759119798157
KO,Consumer Defensive,Beverages - Non-Alcoholic,321957330944,1.1260619643638459,0.12622504690871356,-1.233386762892086,-0.7006681735014971,0.31094418911369986,1.2637660222084972
PEP,Consumer Defensive,Beverages - Non-Alcoholic,210331336704,0.7706773128561474,-0.2651729147219024,-0.7617923245872097,-0.7168591111538181,0.203888825560685,0.6167303601173686
COST,Consumer Defensive,Discount Stores,417431224320,1.342848654562269,-0.5065884520941804,-0.8150486289352978,-0.7815202476006767,0.06526429514175268,-0.518282734872592
WMT,Consumer Defensive,Discount Stores,949885468672,2.0292028016314614,0.1571786364817464,-0.5146642388219059,-0.6871660376938636,-0.06985255006985555,1.4690224792445807
PM,Consumer Defensive,Tobacco,279323246592,1.0074854885581328,0.6727263294149022,-0.36713697563796943,-1.150254278369958,,0.3459043675112722
MO,Consumer Defensive,Tobacco,104060854272,0.18325289970523545,0.27633926301800676,-0.8961187838124897,-1.132461015547247,,0.708915924866591
MDLZ,Consumer Defensive,Confectioners,75656994816,-0.08283879359454405,-0.3166465523800805,-0.7756674460615726,0.124475408325707,-0.2839632771758853,0.696154057880029
CL,Consumer Defensive,Household & Personal Products,72974254080,-0.11297614709001448,-0.24773213299859353,-0.8330048437412222,-1.0187914958697244,5.404042283237273,0.2815597285598701
EL,Consumer Defensive,Household & Personal Products,41542328320,-0.583272331508186,0.6196355210211283,1.6329612660374586,-0.7120413858309538,-0.9698475268484965,-0.06650176642644971
GIS,Consumer Defensive,Packaged Foods,24683505664,-1.017827455089091,-0.9112428295562872,-0.6645378806959089,0.22502178447812127,0.0013554872025286614,0.3446791237786912
KMB,Consumer Defensive,Household & Personal Products,33185992704,-0.7707459192164664,-0.9288206936815475,-0.5698701484540515,-0.8718132691159829,2.0173620777472765,-0.17404335017697414
SYY,Consumer Defensive,Food Distribution,40158334976,-0.6115562340007494,0.046527329650495386,-0.710703959945409,-0.8335204945345085,1.1200029337833879,-0.23543121689098928
HSY,Consumer Defensive,Confectioners,39492403200,-0.6255147554633045,0.4700278263983262,-0.34003739185326015,-0.6395881797685317,0.0792139334229031,-0.8150397002157038
K,Consumer Defensive,Packaged Foods,29031499776,-0.8823915170300238,-0.2913464521481062,-2.141251517119257,-0.5432020926260552,0.10149685852607797,-0.26455374424483524
STZ,Consumer Defensive,Beverages - Brewers,27280508928,-0.9343207908366946,-0.6892242108822937,-0.2373768993957371,-0.08413521609648018,-0.2565303199897882,-0.4751804989830187
KHC,Consumer Defensive,Packaged Foods,28099983360,-0.9096149487059245,-0.8204856317790999,-0.43286287374059645,3.8479608189557992,-0.7461261477871394,1.0996755965642975
KR,Consumer Defensive,Grocery Stores,41649324032,-0.5811251130687098,-0.3161008926872881,-0.43046529387530647,-0.37303913612785533,-0.38745012861046635,0.47728899295379645
CLX,Consumer Defensive,Household & Personal Products,13758167040,-1.5057443223430467,-1.0845645383217435,-0.6660457288448477,-1.026540544391835,8.445610870728053,-0.7339089016848945
XOM,Energy,Oil & Gas Integrated,596307214336,1.640552736189787,0.5327839876047631,-0.6183454943638772,0.42818620659647005,-0.3179655204861894,1.24238663542189
CVX,Energy,Oil & Gas Integrated,353685635072,1.2045201959255107,0.19645376648206014,-0.5329364204574741,0.7386317792227827,-0.4012578374323609,0.7126815735893054
COP,Energy,Oil & Gas E&P,130177261568,0.37017239362255205,-0.18619894232737375,0.37631382019939436,0.643168301039304,-0.23692379925107568,0.56816497972977
SLB,Energy,Oil & Gas Equipment & Services,72344133632,-0.12021542234824237,0.1923981002661704,0.6273539014236547,0.1704108130989176,-0.2676819203598939,1.256165497614502
EOG,Energy,Oil & Gas E&P,61222240256,-0.2595560420465963,-0.6125791728328692,-0.1545733538796302,0.6187818887633623,-0.1749614727429981,-0.10678912393150307
MPC,Energy,Oil & Gas Refining & Marketing,53565341696,-0.3710863074116883,0.1845045971237975,0.3551222996093619,0.04325904055543103,-0.16664844128237313,-0.5323429534507553
PSX,Energy,Oil & Gas Refining & Marketing,58016075776,-0.3044578707175893,0.25519055482819025,0.5276410182252517,0.5153087351967744,-0.43564532190148697,-0.3235239101007215
VLO,Energy,Oil & Gas Refining & Marketing,56361541632,-0.32860994019401,,0.6787457314122832,0.3961261197568567,-0.381752682713449,-0.27381785478463944
OXY,Energy,Oil & Gas E&P,44718702592,-0.521768411568111,-0.43358712180775166,0.5693261442483368,1.0443903066953073,-0.4288529794391134,0.9023354343020035
WMB,Energy,Oil & Gas Midstream,82139176960,-0.014217546581140267,0.23402474479470317,-0.49272615000038783,-0.5196645183528692,-0.2068955807999365,0.5099565937545354
KMI,Energy,Oil & Gas Midstream,67832942592,-0.17396234285091627,-0.014006111598388512,-0.6975617424574567,0.4954487182651613,-0.3503659884706057,1.0955522934606272
HAL,Energy,Oil & Gas Equipment & Services,28579223552,-0.8954983787554308,0.41597391746040646,1.2433287759356217,0.20694405488177461,-0.30073122900511695,1.056976185047332
DVN,Energy,Oil & Gas E&P,25525307392,-0.9898337796990925,0.12313013822735212,1.0845352731337337,0.9827604909910892,-0.17273115266897693,0.6395747349668017
BKR,Energy,Oil & Gas Equipment & Services,55298809856,-0.34450005940468864,0.19325828123252478,0.5216143265975106,0.11358473369175047,-0.2545433278358427,0.5574935505932804
FANG,Energy,Oil & Gas E&P,47461249024,-0.4720822929134334,-0.35323900723364715,0.7978271365976084,1.7229161399793704,-0.32856967865630815,-0.5891428079326307
TRGP,Energy,Oil & Gas Midstream,43249258496,-0.5496590404727373,-0.30360117971271355,0.43006917351904317,-0.8142492741649352,0.46114610828050556,-0.8229431301124509
OKE,Energy,Oil & Gas Midstream,49870376960,-0.43075052666903957,-0.7829346708381697,-0.014509317496472699,0.4405585495740143,-0.18773510380039124,-0.05103769453650953
CTRA,Energy,Oil & Gas E&P,22016587776,-1.1132726442857945,-0.22146000215297001,-0.027229995314661963,1.183572174558854,-0.30922673106125237,0.5575675582395094
UNP,Industrials,Railroads,139452137472,0.4276239254285654,-0.492400492134537,-0.7624853763910294,-0.5834902935685476,0.26907499863321205,-0.16956682407656842
RTX,Industrials,Aerospace & Defense,269401309184,0.9772943986748657,1.0829847317752128,-0.33400345933551295,-0.22400981818599652,-0.3275356292776986,0.17095736136842163
HON,Industrials,Conglomerates,153318834176,0.506757254678101,-0.15688989219147212,-0.4722194654252795,-0.6684787123986797,0.022097423339651163,0.04019723457012768
UPS,Industrials,Integrated Freight & Logistics,90115522560,0.06314538941303623,-0.43518764644948016,-0.10929727283101931,-0.42709478731188766,0.13515441600676067,0.429177191821458
BA,Industrials,Aerospace & Defense,183019405312,0.6545695677152636,0.40965024967909647,0.6474240358207365,-0.9231522080320017,5.332043496120463,0.6159028201204938
CAT,Industrials,Farm & Heavy Construction Machinery,307959300096,1.0889559130965851,1.6121694300628664,0.13023897201374027,-0.7916980930898161,0.33292297966132633,-0.38510136139242884
DE,Industrials,Farm & Heavy Construction Machinery,143127314432,0.44933851032243616,-0.10440174956480464,-0.251006526257947,-0.4209736222661206,-0.13540370488467762,-1.0252045247193606
LMT,Industrials,Aerospace & Defense,146757107712,0.47024442046189646,0.6304048427055087,-0.4054448580775829,-0.8684412462356006,1.008892442823062,-0.8806111316586427
GE,Industrials,Aerospace & Defense,323606347776,1.1303265448105646,0.8997814287929131,0.0375241301891256,-0.8295648945200175,0.35656437244595046,0.21232853847623662
MMM,Industrials,Conglomerates,81362427904,-0.02214897387287411,-0.3545676018253421,-0.047586684852804505,-0.8282467753773719,0.9812364739051995,-0.18635885701448715
ADP,Technology,Software - Application,99826040832,0.14857148529688544,-0.8475063387531414,-0.9659609080429239,-0.8090132562285552,0.9476194676985901,-0.7266341757387489
ITW,Industrials,Specialty Industrial Machinery,76157296640,-0.07733692305287626,-0.33385207533530376,-0.7195190641299724,-0.8814842887984483,1.3093368324307464,-1.2110562934704145
EMR,Industrials,Specialty Industrial Machinery,82635915264,-0.009184548459908822,-0.035171572634508534,-0.003839890002025787,-0.21152559584205186,-0.35975360841853105,-0.3166192140669373
ETN,Industrials,Specialty Industrial Machinery,136807809024,0.41164306701715386,-0.1957597880140193,0.30949814079392673,-0.5654023051778752,-0.13084166627581553,-0.37439824342886463
FDX,Industrials,Integrated Freight & Logistics,76036644864,-0.07866042873890412,0.20852399712099118,0.17772159313150898,0.20573341023841704,-0.22749562802907725,-0.708755124812899
