,Market,Communication Services,Healthcare,Financial Services,Consumer Cyclical,Consumer Defensive,Industrials,Energy,Basic Materials,Utilities,Real Estate,size,momentum,volatility,value,quality,liquidity
2026-01-09,0.013526889581275237,-0.0024268560340102966,-0.01967950445534627,-0.014982842421047311,0.004848281675814714,0.008146805696387491,-0.003078896424247398,-0.006742685925788909,-0.0017655307944789546,-0.005707286722538801,-0.008970287983497475,0.0013169380473535763,0.0051769880542765715,0.006829402210617693,0.003275327537031047,0.00013156390681355728,-0.006087134413256468
2026-01-12,-0.004036170554577437,0.00016536048028750362,0.002784976147250329,-0.00722470905310765,0.0007700432629078161,0.01868101176731205,0.009987340045965526,-0.0024368103338915847,0.012510034656093095,0.01002314994142367,0.006639414484666844,0.0023403891912043805,0.0029211646619113525,0.0012084097390239609,-0.002744157969150661,-0.00013615643601779006,-0.001619525476919631
2026-01-13,-0.009287604146333636,0.00928216573904552,0.00632575749152111,-0.01108445693808816,0.0004524836316769801,0.019670539966728465,0.015833777812522105,0.024336032321193527,0.014841146985834807,0.01805227390457114,0.021434605343147478,-0.002554899217749858,0.0037492407276069097,5.028406400586521e-05,-0.001675822267451774,0.0015780726256603872,0.004455239781397079
2026-01-14,-0.006931410794035684,0.013771249701023324,0.01800117713104522,0.006648378003086018,-0.001038766177724075,0.015514075739106572,0.009487256748870113,0.034097301044479694,0.0073878538022080975,0.01339442599457734,0.015078872319786362,-0.007324705102052237,0.002178595964385224,-0.005063049845120767,-0.003950725395293958,0.0022243646363331827,0.003972646473448609
2026-01-15,0.006872208535125794,-0.010667722231199765,-0.012071700584163443,0.004426504939481073,-0.00021740607757198124,-0.005979057086168531,0.003501100972909076,-0.01658678632522932,-0.005250792722358105,-0.003186222080958861,-0.0005273773818611348,-0.002410958064707357,0.0031452032419957815,0.0010080288651073907,0.0011187848303497061,-0.0004362647839317134,0.0016146505919216157
2026-01-16,0.0011560087873866665,-0.016365419234328476,-0.00957550284142356,0.0005202664284137887,-0.0011891326639618686,6.520054975343174e-05,-0.0005222880956514056,0.0009866689378554391,-0.008945913079126884,0.009731958518569615,0.008560037861469258,0.0032992421938653842,0.005576359508096548,0.0010545073357836245,-0.0017442319993278763,-0.003317536161752427,-0.004306306546124086
2026-01-20,-0.016350608097614825,0.005830761504215267,0.022144887755946273,-0.00332403984004491,0.002319508268031746,0.017642952269540126,-0.003755837647101785,0.013429070915011958,0.009456083713447867,0.004648793870662081,-0.005612598269331173,-0.0050728877772663016,0.003924512763977989,-0.006098196453263668,0.0025336687265049415,-3.5433753472889635e-05,0.0010299446595114208
2026-01-21,0.004009079150203589,0.014588189062623286,0.017009135550571135,0.007324515651677771,0.011987706405288671,0.0057654870196449,0.01612506625398519,0.021554858398107436,0.013258190131342181,0.0029655527857569163,0.004663574913697821,-0.005683901118572596,0.006416452550153518,0.006494109851051986,-0.0028660017645380773,0.002282151849755185,0.0033019808886394315
2026-01-22,-1.78049121431165e-05,0.009788085862310706,-0.001593249247625118,0.009556597253343789,0.0032358865396117337,-0.0008184347395746476,-0.00471064572777907,0.0039318941381216044,0.007302301708308682,0.0014541813621247444,-0.009476505802479093,0.0027094503253849525,-0.004593336666473352,0.00689131229115784,-0.0011516672543547674,-0.0014786152167733416,-0.000890983232471058
2026-01-23,0.0039746682100358895,-0.01130286188719502,-0.00977516485863498,-0.018549422757272897,-0.001409568208707657,-0.010255565426342922,-0.014189243645905692,0.002138347439995601,0.005260278157402531,-0.012896128659049405,-0.0036151561180279737,-0.0014155430239678505,-0.0026121605228011506,-0.007472774739772851,-0.00916294482142297,-0.0036673102598503873,0.005145345662309077
2026-01-26,0.01181422985986773,0.003170736054024519,-0.010562425392747063,-0.009483443254145584,-0.01559283170722587,-0.013767326328072815,-0.013318036113141463,-0.011828601943460805,-0.006436992978307286,-0.005187950467279289,-0.015234202504858975,0.0043295532109325074,-0.0015922053083663736,-0.0038473138167594346,0.00319627243277412,0.0028574765323489677,-0.005548117181996001
2026-01-27,0.009735267611465344,-0.022673595480458168,-0.024981282346189283,-0.018588488913067577,0.0028277699325992734,-0.018004707950040316,-0.009424205720515215,-0.003423481080907069,-0.014635218653621202,-0.007951787833689024,-0.011521051992248718,0.001523252150248389,0.010593815982719888,-0.010458900218991813,-0.002067078753317203,-0.0026822011681961466,0.0015405873229883803
2026-01-28,0.0017952386928968237,-0.004552898120642894,-0.007945994915495308,0.0015489723277161752,-0.008916632943790125,-0.006640964362270321,-0.006650739733999481,0.003258435062512846,0.0008220773054122385,-0.0026516655287241097,-0.008502769689087676,-0.0008783906581657995,0.004411169356998783,0.002138403507982129,-0.00022968005192265065,-0.002310873837788154,0.0021646412921512877
2026-01-29,-0.02474461564832532,0.061041684630524604,0.022937020347828404,0.04779142630319436,0.021448260459683618,0.037864954115781904,0.0414996132806854,0.044460586317088255,0.02820582196569577,0.038417450505879434,0.05380767880195785,-0.007148771663788233,0.0023108299687772563,0.009997953053779821,0.0016925736199632203,0.014184303293170645,0.0010578390723640857
2026-01-30,-0.013091404962321166,0.011754959188549432,0.020965602213608894,0.005488235192401844,0.012272544095264282,0.02230443962909385,0.017739544658658315,0.01806877660294728,-0.0015478666809294432,0.007514908857967073,0.015833187265298868,-0.0016048795763897972,-0.005034874564437721,-0.004920738252050857,0.003673861910995701,0.0018232716732899269,0.007117346852857502
